Team,Team within selected timeframe,Age,Market value,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Shots against,Clean sheets,"Save rate, %",xG against,xG against per 90,Back passes received as GK per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",AMF,CB,CF,DMF,GK,LAMF,LB,LCB,LCMF,LDMF,LW,LWB,LWF,RAMF,RB,RCB,RCMF,RDMF,RW,RWB,RWF,Foot_both,Foot_left,Foot_right,Foot_unknown,On loan_no,On loan_yes
371,162,29.0,250000,36,2936,7.5,8.88,12,7.68,20.45,41.38,59,482,176,71,4.44,3.83,56.8,1.5,20.41,0.12,0.17,0.34,2.15,2.95,0.98,3,0.09,0,0.0,5.46,0.31,9,0.28,0.27,0,0.0,104,3.19,32.69,9.615,0.37,1.69,36.36,0.95,48.39,0.71,17.39,0.18,5.73,51.87,11.99,42.71,2.67,1.78,21.12,1.41,1.69,31.45,70.96,10.64,57.64,6.07,90.4,9.69,74.37,26.24,75.58,3.65,52.1,19.21,37.57,0.24,2.21,0.06,0.06,1.84,45.0,0.67,6.31,64.08,4.32,46.81,2.39,39.74,1.81,0.64,5.4,78.98,0,0,0,0.0,0.0,0.0,0.09,2.51,0.61,35.0,5.58,1,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
371,162,23.0,250000,30,2508,0.0,0.59,2,2.07,17.91,56.31,59,482,0,0,9.04,7.21,68.66,2.98,49.4,0.47,0.68,0.32,3.62,5.28,1.0,5,0.18,0,0.0,2.51,0.0,0,0.0,0.02,0,0.0,15,0.54,6.67,0.0,0.07,2.91,35.8,2.87,36.25,0.0,0.0,0.22,1.79,66.0,4.77,47.37,0.97,1.97,37.14,1.33,0.9,51.85,83.94,19.77,80.58,8.18,95.61,15.5,86.57,45.54,89.44,3.55,50.51,19.39,27.89,0.07,0.61,0.04,0.04,0.47,53.85,0.32,7.25,74.26,3.23,53.33,0.65,50.0,0.79,0.97,11.66,83.08,0,0,0,0.0,0.0,0.0,1.04,0.04,0.04,0.0,0.11,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
551,262,34.0,250000,18,886,0.0,0.34,1,2.06,15.85,54.49,59,482,177,75,10.16,7.21,56.34,2.13,52.38,1.12,1.58,0.1,4.98,7.03,1.12,4,0.41,0,0.0,2.34,0.0,0,0.0,0.03,0,0.0,2,0.2,0.0,0.0,0.1,4.88,29.17,0.2,0.0,4.67,30.43,0.3,1.52,53.33,4.27,45.24,0.51,1.32,25.29,2.03,0.71,38.8,72.51,14.42,61.27,4.98,95.92,15.34,74.83,28.75,83.04,5.69,51.79,20.4,30.58,0.21,1.22,0.1,0.0,0.41,25.0,0.81,5.79,61.4,5.69,46.43,0.81,37.5,1.42,1.42,11.07,74.31,0,0,0,0.0,0.0,0.0,1.12,0.2,0.0,0.0,0.41,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
810,414,31.0,250000,31,2162,3.0,1.56,2,2.17,18.07,50.23,59,489,175,70,10.53,7.58,62.64,2.16,44.23,0.58,0.68,0.21,5.2,6.1,1.12,5,0.21,0,0.0,3.08,0.12,3,0.12,0.07,0,0.0,16,0.67,31.25,18.75,0.08,3.7,26.97,3.46,27.71,0.25,16.67,0.83,3.7,48.31,6.29,42.38,1.29,1.42,23.85,2.12,0.79,36.13,68.89,13.28,60.5,6.54,91.08,11.91,67.13,27.1,78.34,5.54,49.62,21.82,31.18,0.09,0.83,0.08,0.0,0.21,40.0,0.33,3.7,65.17,3.66,32.95,0.58,35.71,0.46,0.83,8.99,61.11,0,0,0,0.0,0.0,0.0,0.21,0.71,0.04,0.0,1.12,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
445,301,29.0,250000,22,1007,1.0,0.6,1,0.39,22.61,42.69,60,490,184,75,8.49,8.22,61.96,5.27,35.59,0.0,0.0,0.36,3.4,4.58,1.34,2,0.18,0,0.0,1.52,0.09,1,0.09,0.05,0,0.0,9,0.8,22.22,11.111,0.09,2.59,24.14,0.27,66.67,2.32,19.23,0.27,1.97,36.36,5.99,31.34,2.14,1.07,18.86,2.59,0.8,26.9,73.75,6.7,64.0,6.43,90.28,8.94,73.0,22.43,81.27,2.14,54.17,17.5,22.0,0.03,0.54,0.0,0.0,0.09,0.0,0.18,1.88,71.43,2.77,35.48,0.45,20.0,0.54,0.45,4.92,76.36,0,0,0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
445,198,29.0,250000,4,388,1.0,0.38,1,0.88,20.88,51.11,60,490,184,75,9.28,8.58,56.76,2.78,33.33,0.0,0.0,0.0,4.41,5.76,2.09,1,0.23,0,0.0,3.02,0.23,1,0.23,0.09,0,0.0,7,1.62,42.86,14.286,0.23,1.86,50.0,0.23,100.0,1.62,42.86,0.0,1.86,50.0,4.64,45.0,1.86,1.86,21.57,2.55,0.46,37.11,78.75,11.83,64.71,9.28,92.5,11.13,79.17,31.08,87.31,4.41,26.32,20.06,42.81,0.2,1.39,0.0,0.0,0.7,66.67,0.93,5.34,47.83,2.32,40.0,0.93,25.0,0.93,0.93,6.96,80.0,0,0,0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,False,False,True,False,True,False
224,98,29.0,250000,23,2138,5.0,4.06,8,5.31,20.33,47.0,60,490,173,73,8.04,6.48,64.29,3.58,30.59,0.13,0.22,0.29,3.75,6.42,1.05,3,0.13,0,0.0,4.0,0.21,3,0.13,0.17,1,0.04,34,1.43,41.18,14.706,0.34,4.46,36.79,0.72,17.65,3.7,40.91,0.63,2.69,56.25,7.16,43.53,2.27,1.3,29.3,1.43,0.93,41.97,78.13,12.92,70.36,8.33,94.44,12.92,77.52,33.72,86.14,3.96,55.32,18.79,32.07,0.22,1.68,0.08,0.08,0.63,40.0,0.93,5.22,71.77,4.38,52.88,1.01,41.67,1.22,1.52,8.21,70.26,0,0,0,0.0,0.0,0.0,0.38,0.46,0.29,28.57,4.97,3,66.667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False,True,False,True,False
1234,632,25.0,250000,15,1266,1.0,1.39,0,0.01,14.29,57.21,60,490,193,82,8.82,6.97,61.22,3.98,60.71,0.5,0.54,0.28,4.05,4.43,1.07,0,0.0,0,0.0,0.21,0.07,1,0.07,0.1,0,0.0,6,0.43,16.67,16.667,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.14,100.0,1.0,57.14,0.78,0.14,22.18,0.21,0.21,30.85,85.25,12.65,75.28,2.99,95.24,11.66,93.29,26.52,91.42,4.27,48.33,21.77,48.12,0.0,0.07,0.0,0.0,0.0,0.0,0.0,3.84,61.11,0.71,60.0,0.21,66.67,0.43,0.0,6.11,67.44,0,0,0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
1294,661,28.0,250000,20,1887,0.0,0.26,0,0.33,12.5,55.73,60,490,186,76,7.73,5.44,62.28,2.19,58.7,0.43,0.52,0.14,3.91,4.73,0.62,2,0.1,0,0.0,1.29,0.0,0,0.0,0.01,0,0.0,3,0.14,0.0,0.0,0.0,1.48,45.16,1.48,45.16,0.0,0.0,0.14,0.67,64.29,2.77,55.17,0.57,1.14,32.15,1.53,0.62,42.5,76.99,19.7,62.95,7.63,95.0,9.44,85.86,35.87,84.31,5.25,35.45,18.47,34.99,0.02,0.29,0.05,0.0,0.19,100.0,0.05,6.44,60.74,2.34,61.22,0.43,55.56,0.81,0.57,10.78,64.6,0,0,0,0.0,0.0,0.0,0.67,0.1,0.0,0.0,0.05,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1127,580,31.0,250000,37,2431,4.0,7.24,2,1.67,27.99,41.01,63,499,191,91,2.92,2.67,43.06,11.14,47.51,0.15,0.22,0.11,1.63,2.38,2.15,7,0.26,0,0.0,1.26,0.15,4,0.15,0.27,2,0.07,46,1.7,32.61,8.696,0.07,0.22,0.0,0.19,0.0,0.04,0.0,0.0,1.04,50.0,7.85,34.43,2.89,0.22,12.37,3.07,1.85,21.62,64.55,7.66,52.66,3.89,82.86,5.03,68.38,20.18,67.34,1.22,30.3,14.71,21.48,0.06,0.56,0.0,0.0,0.59,31.25,0.3,3.55,55.21,1.33,25.0,0.74,30.0,0.67,0.0,2.63,69.01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1127,580,30.0,250000,39,2844,6.0,6.83,1,2.44,26.14,33.78,63,499,174,65,3.67,5.09,50.31,3.48,14.55,0.03,0.05,0.09,1.08,1.65,2.06,5,0.16,0,0.0,3.54,0.19,6,0.19,0.22,0,0.0,35,1.11,42.86,17.143,0.03,1.61,25.49,1.04,30.3,0.57,16.67,0.28,5.25,49.4,13.42,35.38,2.88,1.61,12.12,2.03,1.77,18.58,62.52,5.16,50.92,4.11,80.0,4.49,62.68,15.82,68.4,1.2,31.58,15.43,19.9,0.08,0.7,0.0,0.0,0.32,20.0,0.35,2.06,46.15,1.49,42.55,0.47,26.67,0.6,0.47,2.34,67.57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,True,False
962,498,30.0,250000,26,1620,3.0,4.2,4,5.72,28.33,48.04,63,499,178,70,5.83,5.72,61.17,1.39,28.0,0.33,0.52,0.0,2.0,3.1,1.72,4,0.22,1,0.06,6.89,0.17,2,0.11,0.23,0,0.0,64,3.56,42.19,4.688,0.22,2.94,30.19,0.56,20.0,2.28,31.71,0.39,7.33,54.55,18.06,49.23,3.44,3.94,21.22,1.72,3.67,29.72,66.92,9.61,56.65,5.06,91.21,9.06,65.03,24.0,74.54,3.06,36.36,17.47,30.71,0.32,1.89,0.0,0.0,0.94,52.94,0.94,3.61,55.38,4.56,43.9,1.94,40.0,1.5,0.94,5.83,72.38,0,0,0,0.0,0.0,0.0,0.0,1.89,0.39,0.0,3.17,1,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True
949,492,31.0,250000,39,3309,3.0,1.29,4,5.85,14.47,50.0,63,499,173,65,4.57,3.62,48.12,0.82,40.0,0.33,0.42,0.11,2.5,3.23,0.3,3,0.08,0,0.0,6.69,0.08,3,0.08,0.03,0,0.0,26,0.71,34.62,11.538,0.11,7.89,33.45,0.14,40.0,7.72,33.1,1.39,5.98,61.82,8.54,54.14,1.52,2.72,29.1,3.1,1.06,40.28,71.78,10.04,65.31,6.45,93.25,16.84,72.21,27.42,84.13,5.3,64.1,20.94,34.97,0.16,1.03,0.03,0.03,0.24,44.44,0.54,3.51,61.24,6.88,45.45,0.49,27.78,0.95,2.42,9.06,76.58,0,0,0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.27,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,True,False,False,True,False
872,444,28.0,250000,31,2058,0.0,1.24,1,2.58,16.36,56.95,63,499,180,73,9.4,7.65,72.0,1.97,48.89,0.09,0.13,0.13,3.8,5.74,0.66,3,0.13,0,0.0,3.37,0.0,0,0.0,0.05,0,0.0,27,1.18,25.93,0.0,0.04,4.46,40.2,0.13,33.33,4.33,40.4,0.31,1.79,60.98,3.94,51.11,1.05,2.45,34.59,1.31,1.05,48.67,79.34,15.74,72.78,4.99,87.72,20.29,83.62,37.61,87.09,6.87,60.51,18.8,28.75,0.11,1.4,0.04,0.13,0.39,44.44,0.74,7.0,76.88,5.25,46.67,0.83,47.37,0.83,1.71,11.24,83.27,0,0,0,0.0,0.0,0.0,0.17,0.17,0.13,33.33,0.66,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
716,365,34.0,250000,31,2745,0.0,0.2,1,0.59,14.69,57.14,63,499,176,73,10.16,7.25,68.78,1.57,43.75,0.36,0.48,0.1,4.82,6.48,1.15,8,0.26,0,0.0,0.66,0.0,0,0.0,0.01,0,0.0,4,0.13,25.0,0.0,0.03,0.39,33.33,0.13,25.0,0.26,37.5,0.07,0.85,57.69,3.28,54.0,0.16,1.31,26.79,0.2,0.95,47.28,84.6,16.92,70.93,7.34,95.54,17.87,93.03,40.26,89.09,6.66,60.1,20.43,36.79,0.02,0.16,0.07,0.0,0.1,0.0,0.07,8.13,70.16,1.25,42.11,0.62,26.32,0.36,0.16,7.9,72.61,0,0,0,0.0,0.0,0.0,0.79,0.62,0.0,0.0,0.03,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
650,326,30.0,250000,36,3231,2.0,2.18,0,0.42,12.14,53.67,63,499,187,84,6.82,4.82,64.16,2.73,51.02,0.39,0.51,0.45,3.34,4.39,1.11,11,0.31,0,0.0,0.86,0.06,2,0.06,0.06,0,0.0,20,0.56,35.0,10.0,0.0,0.72,38.46,0.56,35.0,0.17,50.0,0.03,0.58,61.9,2.53,39.56,0.61,1.09,25.77,0.5,0.78,40.86,80.1,17.1,68.73,2.73,88.78,16.55,91.58,32.51,87.32,7.66,53.45,21.98,37.68,0.01,0.17,0.03,0.0,0.22,12.5,0.11,6.88,61.13,1.14,39.02,0.58,23.81,0.28,0.25,9.05,66.15,0,0,0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,True,False
1381,717,32.0,250000,34,3109,7.5,18.4,3,3.34,19.08,35.51,63,499,182,78,2.11,1.71,52.54,5.3,37.7,0.03,0.04,0.09,1.19,1.59,1.01,7,0.2,0,0.0,2.81,0.55,12,0.35,0.53,2,0.06,96,2.78,41.67,19.792,0.09,1.13,28.21,0.35,33.33,0.75,26.92,0.2,1.97,51.47,8.22,35.56,3.59,0.67,19.42,3.68,2.37,24.46,67.93,6.19,50.0,4.34,83.33,9.06,74.44,20.23,71.53,3.21,57.66,18.7,33.25,0.1,0.87,0.03,0.0,0.84,37.93,0.49,3.47,52.5,2.78,41.67,1.1,31.58,1.04,0.26,2.89,73.0,0,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,8,87.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
140,61,33.0,250000,14,1261,4.0,3.94,1,0.49,19.48,53.48,63,499,183,76,3.0,1.57,63.64,8.71,59.84,0.07,0.11,0.0,1.93,2.84,0.71,1,0.07,0,0.0,0.71,0.29,4,0.29,0.28,3,0.21,33,2.36,21.21,12.121,0.07,0.14,50.0,0.07,100.0,0.07,0.0,0.0,0.29,50.0,4.5,49.21,2.93,0.07,8.99,2.5,2.71,13.49,69.31,3.14,43.18,3.07,86.05,4.78,74.63,12.49,70.86,0.86,50.0,16.61,17.57,0.03,0.36,0.0,0.0,0.21,0.0,0.14,1.78,56.0,0.36,60.0,0.14,0.0,0.57,0.07,1.5,47.62,0,0,0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
993,510,33.0,250000,30,2560,2.0,2.1,2,1.6,24.96,43.66,63,499,183,76,11.39,10.16,58.82,4.25,32.23,0.46,0.61,0.11,4.96,6.58,2.0,7,0.25,0,0.0,1.86,0.07,2,0.07,0.07,0,0.0,32,1.13,18.75,6.25,0.07,1.79,29.41,0.18,20.0,1.58,31.11,0.14,2.32,42.42,7.1,34.65,1.09,1.23,28.37,2.14,0.84,43.66,74.24,14.84,58.53,6.82,94.85,14.8,78.86,36.67,79.87,5.48,49.36,18.91,37.18,0.06,0.67,0.11,0.0,1.02,13.79,0.21,8.23,60.68,3.27,33.33,1.79,25.49,0.91,0.46,7.0,72.86,0,0,0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
927,477,29.0,250000,30,1585,1.0,0.58,3,4.22,18.45,50.77,63,499,172,66,8.23,5.22,65.22,2.95,46.15,0.11,0.17,0.28,4.71,6.96,0.62,3,0.17,0,0.0,2.33,0.06,1,0.06,0.03,0,0.0,17,0.97,23.53,5.882,0.17,2.27,45.0,0.97,47.06,1.14,45.0,0.23,2.04,50.0,7.1,47.2,0.68,1.48,30.38,0.91,2.04,48.44,77.84,19.31,64.71,4.49,89.87,17.83,85.99,35.66,85.99,10.62,56.68,21.57,36.2,0.24,2.61,0.06,0.0,0.11,50.0,0.51,12.32,63.59,4.71,40.96,1.53,40.74,0.97,1.14,11.02,81.44,0,0,0,0.0,0.0,0.0,0.11,2.84,0.17,33.33,4.77,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,True,False,False,True,False
949,492,36.0,250000,37,3537,1.0,1.53,1,0.03,11.78,58.96,63,499,178,75,8.47,5.17,67.49,3.94,47.74,0.15,0.2,1.09,4.83,6.26,0.99,13,0.33,0,0.0,0.08,0.03,1,0.03,0.04,0,0.0,9,0.23,33.33,11.111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.61,70.83,0.38,0.79,26.72,0.41,0.61,42.98,86.92,15.93,72.36,2.8,95.45,21.6,97.06,34.78,92.98,8.19,61.18,23.31,38.79,0.0,0.05,0.0,0.0,0.03,0.0,0.0,5.32,60.77,0.43,41.18,0.28,18.18,0.18,0.0,7.74,65.79,0,0,0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
994,511,29.0,250000,37,3285,2.0,0.67,1,0.41,18.77,51.82,63,499,184,74,11.92,8.27,59.93,4.82,48.3,0.66,0.89,0.33,6.3,8.51,1.86,14,0.38,0,0.0,1.04,0.05,2,0.05,0.02,1,0.03,29,0.79,20.69,6.897,0.03,0.79,20.69,0.14,0.0,0.6,27.27,0.0,0.99,66.67,2.9,43.4,0.6,0.82,19.42,0.19,0.66,35.59,75.29,13.53,60.73,3.73,85.29,14.11,84.27,27.64,83.55,7.21,49.43,20.77,34.15,0.01,0.22,0.03,0.03,0.14,40.0,0.08,7.73,57.09,1.53,19.64,0.79,24.14,0.16,0.22,7.7,61.57,0,0,0,0.0,0.0,0.0,0.38,0.03,0.03,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
1061,548,30.0,250000,33,2646,2.0,1.15,2,1.88,12.55,51.76,63,499,190,81,8.67,5.34,59.87,3.37,52.53,0.31,0.47,0.48,5.17,7.96,1.12,8,0.27,0,0.0,1.09,0.07,2,0.07,0.04,0,0.0,7,0.24,57.14,28.571,0.07,1.87,36.36,1.84,37.04,0.0,0.0,0.27,0.41,50.0,2.11,32.26,0.34,1.67,39.76,2.07,0.34,54.66,81.21,23.5,72.36,6.26,96.2,19.9,87.52,43.64,89.95,9.22,48.71,22.76,42.38,0.06,0.48,0.03,0.03,0.14,50.0,0.31,9.63,65.37,2.62,45.45,0.99,41.38,0.58,0.75,12.72,72.46,0,0,0,0.0,0.0,0.0,1.5,0.1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1061,548,28.0,250000,37,3085,2.0,1.96,2,2.44,20.19,55.35,63,499,175,70,12.05,7.82,63.06,2.13,57.53,0.26,0.39,0.2,6.86,10.16,1.4,9,0.26,0,0.0,1.93,0.06,1,0.03,0.06,0,0.0,22,0.64,13.64,9.091,0.06,0.85,41.38,0.5,41.18,0.32,36.36,0.12,1.87,73.44,7.21,51.42,0.29,1.93,33.64,0.23,2.22,55.05,85.85,16.25,72.53,7.94,95.22,23.92,91.34,48.87,90.21,5.34,53.01,19.71,33.38,0.07,0.76,0.03,0.03,0.26,44.44,0.2,9.07,74.92,1.69,55.17,0.55,42.11,0.58,0.35,7.94,72.79,0,0,0,0.0,0.0,0.0,0.85,0.85,0.12,0.0,0.99,2,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
108,46,28.0,250000,36,2799,3.0,1.98,2,3.0,22.93,52.59,63,499,172,68,12.64,10.71,60.06,3.73,43.1,0.58,0.77,0.1,5.63,7.52,1.38,7,0.23,0,0.0,2.06,0.1,3,0.1,0.06,0,0.0,40,1.29,20.0,7.5,0.06,2.12,39.39,0.19,16.67,1.9,42.37,0.32,1.48,58.7,5.34,51.2,1.13,1.38,18.84,0.84,1.67,36.69,76.6,13.28,63.44,7.33,92.54,10.03,81.09,31.06,83.95,3.57,34.23,17.86,27.05,0.1,0.9,0.0,0.03,0.32,30.0,0.32,5.72,64.04,2.51,38.46,0.71,13.64,0.58,0.8,6.69,69.23,0,0,0,0.0,0.0,0.0,0.51,0.03,0.03,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
982,506,31.0,250000,28,1282,0.0,0.78,1,0.9,24.64,47.58,63,499,178,70,12.71,10.53,59.33,3.44,38.78,1.12,1.55,0.07,5.34,7.38,2.53,6,0.42,0,0.0,2.32,0.0,0,0.0,0.05,0,0.0,15,1.05,20.0,0.0,0.07,1.97,42.86,0.77,9.09,1.12,62.5,0.28,1.9,62.96,6.46,44.57,1.47,0.98,30.68,0.42,1.47,48.16,83.24,16.29,72.41,7.23,91.26,17.34,88.26,40.44,88.19,5.9,61.9,19.19,30.2,0.06,0.77,0.07,0.0,0.35,20.0,0.28,7.79,73.87,3.02,44.19,0.49,28.57,0.98,0.77,9.76,79.86,0,0,0,0.0,0.0,0.0,0.77,0.14,0.0,0.0,0.28,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
982,506,29.0,250000,17,595,1.0,1.21,0,0.16,24.35,36.65,63,499,188,79,3.33,3.33,59.09,6.96,34.78,0.15,0.24,0.0,1.21,1.95,1.51,0,0.0,0,0.0,2.27,0.15,1,0.15,0.18,0,0.0,16,2.42,43.75,6.25,0.0,0.45,33.33,0.3,50.0,0.15,0.0,0.0,1.21,75.0,9.08,28.33,3.33,0.15,13.31,3.18,0.91,21.63,69.23,6.81,60.0,5.14,73.53,4.39,72.41,19.21,71.65,1.97,53.85,12.18,10.58,0.02,0.76,0.0,0.0,0.15,100.0,0.0,3.18,57.14,0.91,50.0,0.0,0.0,1.36,0.0,1.66,81.82,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
273,122,33.0,250000,18,394,0.0,0.22,1,0.57,14.16,50.0,63,499,178,78,10.28,6.4,64.29,2.51,45.45,0.23,0.36,0.69,5.94,9.4,0.91,0,0.0,0,0.0,1.14,0.0,0,0.0,0.05,0,0.0,2,0.46,0.0,0.0,0.23,0.46,50.0,0.0,0.0,0.46,50.0,0.0,1.37,50.0,3.43,33.33,0.91,1.37,26.04,1.37,0.91,34.49,84.11,10.51,69.57,7.99,94.29,12.11,88.68,31.52,86.96,2.51,54.55,17.93,11.96,0.13,1.37,0.0,0.0,0.69,33.33,0.23,3.43,73.33,2.28,50.0,0.69,33.33,0.69,0.23,6.17,70.37,0,0,0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,False,False,True,False,True,False
994,511,33.0,250000,36,3043,5.0,4.71,3,3.79,20.47,46.24,63,499,180,73,10.56,7.78,54.37,2.16,43.84,0.24,0.32,0.24,6.09,8.36,2.22,15,0.44,0,0.0,2.81,0.15,4,0.12,0.14,0,0.0,63,1.86,26.98,7.937,0.09,1.51,35.29,1.06,30.56,0.41,50.0,0.33,2.57,54.02,6.27,44.34,0.68,1.6,27.3,0.38,0.71,47.2,68.86,21.65,56.56,4.11,92.09,16.0,79.85,33.66,79.7,12.16,42.82,21.43,34.43,0.11,1.15,0.03,0.0,0.71,54.17,0.35,11.77,49.5,3.46,37.61,1.77,30.0,0.92,0.5,9.88,76.05,0,0,0,0.0,0.0,0.0,0.21,1.18,0.38,30.77,2.19,2,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
650,326,28.0,250000,36,3020,1.0,1.87,2,3.63,15.82,53.11,63,499,176,72,9.45,7.66,64.98,1.13,47.37,0.09,0.11,0.09,4.38,5.63,1.28,6,0.18,0,0.0,1.91,0.03,1,0.03,0.06,0,0.0,31,0.92,38.71,3.226,0.06,1.76,33.9,0.39,15.38,1.37,39.13,0.06,1.43,50.0,4.14,41.73,1.01,1.22,36.72,1.4,1.37,51.91,81.29,15.88,67.92,10.67,94.69,17.11,83.62,43.72,87.66,6.65,50.67,18.63,34.46,0.11,1.1,0.12,0.03,0.48,50.0,0.33,8.28,65.11,2.83,43.16,1.31,15.91,0.77,0.6,8.34,71.07,0,0,0,0.0,0.0,0.0,0.33,0.72,0.21,57.14,1.34,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
